id,section,bundle_version,serial,branch,number,rarity,round,level,type,feature,battle_power_1,battle_power_2,battle_power_3,battle_power_4,battle_power_ex,publication_year,name,ruby,character_name,effect,flavor_text,participating_works,participating_works_url,errata_enable,errata_url,type_name,illustrator_name,image_url,thumbnail_image_url
810,BP,05,038,AP08,AP(08/20)BP05-038,AP,,2,POWER,Ultra Hero,7000,9000,14000,,,2009,Strong Corona Zero,-,ZERO,"[DBL]《When this character enters play》If you have 『ZERO』 with TYPE 【SPEED】 , you may draw a card.",Strong Corona Zero is so mighty that his throws cause raging gales!,ULTRA ZERO FIGHT,,False,,,SENNSU,https://img.ultraman-cardgame.com/images/card_details/8bb236ac55c34731facd190f06d04e64095dcd17.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/693fe907c709c50bf4a5a4eeb6d14ec01d76431a.webp
811,BP,05,039,,BP05-039,R,,2,SPEED,Ultra Hero,7000,9000,14000,,,2009,Luna Miracle Zero,-,ZERO,"[DBL]《When this character enters play》If you have 『ZERO』 with TYPE 【POWER】 , you may draw a card.","From Dyna's Miracle Type and Cosmos's Luna Mode, Zero embodies a calm majesty.",ULTRA ZERO FIGHT,,False,,,Masked,https://img.ultraman-cardgame.com/images/card_details/2e64d859f5c23ca05f66284be59cfbe4488d6c23.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/494762cf033721fb869e2e51183a2cbc0d2c9401.webp
812,BP,05,039,AP09,AP(09/20)BP05-039,AP,,2,SPEED,Ultra Hero,7000,9000,14000,,,2009,Luna Miracle Zero,-,ZERO,"[DBL]《When this character enters play》If you have 『ZERO』 with TYPE 【POWER】 , you may draw a card.","Zero held out his hand. He had saved Pigmon before, and was happy to do so again.",ULTRA ZERO FIGHT,,False,,,FUJIWARA HISASHI,https://img.ultraman-cardgame.com/images/card_details/85e89ce74a6fcff79075ff7fffe00b3a1f0e3474.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/076e56682a8001644d289137f80a79012b408444.webp
813,BP,05,040,,BP05-040,U,,2,SPEED,Ultra Hero,7000,9000,13000,,,2009,Ultraman Zero,-,ZERO,[SIN]《When this character enters play》You may give one of your Ultra Hero with TYPE 【SPEED】 +1000 BP for this turn.,Zero carries the weight of many lives on his shoulders. He will not tolerate anyone who does not treasure their only life.,ULTRA ZERO FIGHT,,False,,Zero Twin Sword,,https://img.ultraman-cardgame.com/images/card_details/9b6b43f11dc6c85d77d8a345535e7d93e8dd8361.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/da0d95bd6f353149fed5702247f54788a40c7606.webp
814,BP,05,041,,BP05-041,RRR,,3,BASIC,Ultra Hero,7000,12000,17000,,,2009,Ultraman Zero,-,ZERO,"[DBL][TRP]《When this character enters play》You may give one of your 『ZERO』 with TYPE 【POWER】 +2000 BP for this turn. Additionally, you may give the battle opponent of one of your 『ZERO』 with TYPE 【SPEED】 -2000 BP for this turn. (*BP will not be less than 0)",Dyna. Cosmos. The time Zero spent fighting alongside them will live in his heart forever.,ULTRA ZERO FIGHT,,False,,,TONJI MATSUNO,https://img.ultraman-cardgame.com/images/card_details/12cecd5747bf2e805a8c67e8eeba8fc16c11d3b5.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/0cbe831670db368950a9fcf07ba3679d45c95764.webp
815,BP,05,041,SP02,SP(02/05)BP05-041,SP,,3,BASIC,Ultra Hero,7000,12000,17000,,,2009,Ultraman Zero,-,ZERO,"[DBL][TRP]《When this character enters play》You may give one of your 『ZERO』 with TYPE 【POWER】 +2000 BP for this turn. Additionally, you may give the battle opponent of one of your 『ZERO』 with TYPE 【SPEED】 -2000 BP for this turn. (*BP will not be less than 0)","Zero fights for the family he has regained, and the friends he has discovered.",ULTRA ZERO FIGHT,,False,,,K2 Shoukai,https://img.ultraman-cardgame.com/images/card_details/95db33ec54106a7985bf38f52d4331e41ed894f0.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/16c139b19c56b2bf5585a000c9c8dd0c568efa9a.webp
816,BP,05,041,SSSP02,SSSP(02/02)BP05-041,SSSP,,3,BASIC,Ultra Hero,7000,12000,17000,,,2009,Ultraman Zero,-,ZERO,"[DBL][TRP]《When this character enters play》You may give one of your 『ZERO』 with TYPE 【POWER】 +2000 BP for this turn. Additionally, you may give the battle opponent of one of your 『ZERO』 with TYPE 【SPEED】 -2000 BP for this turn. (*BP will not be less than 0)","No matter where you are now, once you have met him the bond will persist.",ULTRA ZERO FIGHT,,False,,,Masayuki Gotoh,https://img.ultraman-cardgame.com/images/card_details/d7ecb32bf324766d691a2cffca2a936252c1d616.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/3d392863563aede91a944f691f29bda57a241b16.webp
817,BP,05,041,UR02,UR(02/02)BP05-041,UR,,3,BASIC,Ultra Hero,7000,12000,17000,,,2009,Ultraman Zero,-,ZERO,"[DBL][TRP]《When this character enters play》You may give one of your 『ZERO』 with TYPE 【POWER】 +2000 BP for this turn. Additionally, you may give the battle opponent of one of your 『ZERO』 with TYPE 【SPEED】 -2000 BP for this turn. (*BP will not be less than 0)","After a decade and a half, you're still 19,985 years too early to beat Zero!",ULTRA ZERO FIGHT,,False,,,Masayuki Gotoh,https://img.ultraman-cardgame.com/images/card_details/6d7f7848305f49dd1ebcc413a7120d3b6ef41f39.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/6826b944fca84f7238e0c09b28131b719e160fed.webp
818,BP,05,042,,BP05-042,U,,3,SPEED,Ultra Hero,7000,12000,16000,,,2009,Ultimate Zero,-,ZERO,"[DBL][TRP]《When this character enters play》You may give one of your 『ZERO』 TYPE 【POWER】 for this turn, to give that character +1000 BP for this turn.","The Ultimate Aegis brings him to new universes, with their own heroes and crises.",ULTRA ZERO FIGHT,,False,,,,https://img.ultraman-cardgame.com/images/card_details/e1e54cd4f54f5d6d9245b1f81396f70235a28d01.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/885f6d96eabfa865b149051f49016362b0310b76.webp
819,BP,05,043,,BP05-043,C,,3,POWER,Ultra Hero,8000,13000,16000,,,2009,Ultraman Zero,-,ZERO,"[SIN][DBL]《When this character enters play》If this character's battle opponent is a Kaiju, you may give this character TYPE 【SPEED】 for this turn.",Each day is a new encounter. Each choice gives rise to new possibilities.,ULTRA ZERO FIGHT,,False,,,,https://img.ultraman-cardgame.com/images/card_details/b96efdc0cdc7fbfeeb580505e9fb1f3eb5db15b6.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/b0dd647c88ac599dd72e0fa0704d79f8495ca76f.webp
902,BP,05,044,,BP05-044,RRRR,,4,BASIC,Ultra Hero,,12000,17000,20000,,2009,Shining Ultraman Zero,-,ZERO,"(*This card cannot enter play as SINGLE, and cannot become SINGLE) [QUAD]《When this character enters play》You may give one of your 『ZERO』 a BP grade increase by 1 for this turn.",He would not accept a future where darkness prevailed. He would change the future himself!,ULTRA ZERO FIGHT,,False,,,Masked,https://img.ultraman-cardgame.com/images/card_details/d25e360ac6218267368990736e251182f266cf79.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/ef9f98077fed39f0fff53b15a7205e66f8a7ecbd.webp
820,BP,05,045,,BP05-045,R,,1,BASIC,Ultra Hero,5000,9000,,,,2014,Ultraman Victory,-,VICTORY,"[SIN]While this character's battle opponent has TYPE 【POWER】 or 【HAZARD】 , this character's BP grade increases by 1.","Victory delivered a powerful kick to Zoa-Muruchi, protecting the innocent alien from its wrath.",ULTRAMAN GINGA S,,False,,,Mikihiko Tabata,https://img.ultraman-cardgame.com/images/card_details/dfa318ceed9709ed5da1f5eaa4686d27f3a1f99e.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/dbb3a8348dc6e9dc346f7815388002cfb04bea49.webp
821,BP,05,046,,BP05-046,RR,,2,BASIC,Ultra Hero,7000,9000,14000,,,2014,Ultraman Victory,-,VICTORY,"[SIN][DBL]《When this character enters play》You may reveal the top five cards of your deck, to put one scene card from among them into your hand. Then, send the rest to your discard area.",The Victorium Burn channels Sho's righteous anger through his head crest!,ULTRAMAN GINGA S,,False,,Victorium Burn,"Studio Vigor Co.,Ltd",https://img.ultraman-cardgame.com/images/card_details/c38310244c26c17027bbecf38b99f52fe70369dc.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/279ee014ccb0953bbe1f3bcf69526244c7670c0d.webp
822,BP,05,047,,BP05-047,U,,2,POWER,Ultra Hero,7000,11000,13000,,,2014,Ultraman Victory,-,VICTORY,"[SIN][DBL]While this character's battle opponent has TYPE 【SPEED】 , this character's BP grade increases by 1.",Shepherdon had protected the Victorians — Now Sho would protect it.,ULTRAMAN GINGA S,,False,,,,https://img.ultraman-cardgame.com/images/card_details/af8d490c78d1d5588a6b3c1dc10b395abf96293a.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/1048ada4074b509622339178fde2598a315e7f48.webp
823,BP,05,048,,BP05-048,C,,2,BASIC,Ultra Hero,5000,12000,,,,2014,Ultraman Victory,-,VICTORY,,Every V on his body represents the same promise as his name — Victory.,ULTRAMAN GINGA S,,False,,,,https://img.ultraman-cardgame.com/images/card_details/0c48d5aa17b5659c59bca2ffd420850af97778cb.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f75502eeaf97c7358c6b0c3668f6167383eb4d38.webp
824,BP,05,049,,BP05-049,RR,,3,ARMED,Ultra Hero,7000,13000,17000,,,2014,Ultraman Victory,-,VICTORY,"[TRP]Give all your 『VICTORY』 with TYPE 【ARMED】 except this character, +1000 BP each.","Shepherdon fell in battle protecting Sho, but it would continue to protect the Victorian Civilization alongside Victory as the Shepherdon Saber!",ULTRAMAN GINGA S,,False,,Shepherdon Saber,Takumi Kousaka,https://img.ultraman-cardgame.com/images/card_details/a0306fbda642736a2f138d5d4c68bca838019b54.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/cdda75e8d71aab7a5f55424a9dba99e46a586154.webp
825,BP,05,049,AP10,AP(10/20)BP05-049,AP,,3,ARMED,Ultra Hero,7000,13000,17000,,,2014,Ultraman Victory,-,VICTORY,"[TRP]Give all your 『VICTORY』 with TYPE 【ARMED】 except this character, +1000 BP each.",The sword is a promise — they will always be together.,ULTRAMAN GINGA S,,False,,Shepherdon Saber,Ryuda,https://img.ultraman-cardgame.com/images/card_details/2310fbd2ec2d0ddb5acd85a5ed09d8d53ee4a386.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/4d3e174479edd2f81712df8d4c0cee8cadcd83b9.webp
826,BP,05,050,,BP05-050,U,,3,ARMED,Ultra Hero,7000,13000,16000,,,2014,Ultraman Victory,-,VICTORY,"[DBL][TRP]《When this character enters play》If you have two or more 『VICTORY』 with TYPE 【ARMED】 , you may choose one of your Ultra Hero. If you do, the chosen character becomes unaffected by any BP grade decrease for this turn.",An UlTrans that allows Victory to channel the incomparable power of Hyper Zetton!,ULTRAMAN GINGA S,,False,,Hyper Zetton Scissors,,https://img.ultraman-cardgame.com/images/card_details/d291a0b8b3dbc3e6ecd44d12b18984aecacbf345.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/2603e9c84540e34d5c255eefa018758f1200d68c.webp
827,BP,05,051,,BP05-051,C,,3,ARMED,Ultra Hero,6000,13000,16000,,,2014,Ultraman Victory,-,VICTORY,[SIN][DBL][TRP]《When this character enters play》You may give one of your characters TYPE 【SPEED】 for this turn.,"Sadola's elastic pincers allow Victory to cut down threats to the Victorium, which his people need to survive!",ULTRAMAN GINGA S,,False,,Sadolar Scissors,,https://img.ultraman-cardgame.com/images/card_details/4933e2cfa481b00e1107f9e02c66a4d6167f9668.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/07d96ef8f1127903fd3d7f8f8f3f7e9ba294eee0.webp
828,BP,05,052,,BP05-052,R,,1,BASIC,Ultra Hero,5000,9000,,,,2015,Ultraman X,-,X,"[SIN]While this character's battle opponent has TYPE 【POWER】 or 【HAZARD】 , this character's BP grade increases by 1.",Where you come from doesn't matter — There is always a chance for us to understand one another.,ULTRAMAN X,,False,,,"Studio Vigor Co.,Ltd",https://img.ultraman-cardgame.com/images/card_details/795a30fca74082a24db474590977c1e90a269d24.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/1938668d062564ded7d372dcd4cfd6b0687546cb.webp
829,BP,05,053,,BP05-053,RR,,2,ARMED,Ultra Hero,7000,9000,14000,,,2015,Ultraman X,-,X,"[SIN][DBL]《When this character enters play》You may return up to two cards from your hand to the bottom of your deck in any order. If you returned cards to your deck with this effect, draw that many cards.","Crackling with electricity, X swung Telesdon around with a whip of energy!",ULTRAMAN X,,False,,Eleking Armor,YAMAGUCHI BIRU,https://img.ultraman-cardgame.com/images/card_details/59cdc71fed9623b64136360bea491a1343aa0aec.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/807c2391a91df019682c0b16c03ad3d0228e435e.webp
830,BP,05,053,AP11,AP(11/20)BP05-053,AP,,2,ARMED,Ultra Hero,7000,9000,14000,,,2015,Ultraman X,-,X,"[SIN][DBL]《When this character enters play》You may return up to two cards from your hand to the bottom of your deck in any order. If you returned cards to your deck with this effect, draw that many cards.","In Xio's hands, the secret of the lake became an asset to protect humanity!",ULTRAMAN X,,False,,Eleking Armor,JUN YAMAGUCHI,https://img.ultraman-cardgame.com/images/card_details/fda0d72ab0004b7b27d5dbba7fa197bc9a32ab4b.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/ac3ee4f2fd139c0f8b7cc456730f155e5c0cdede.webp
831,BP,05,054,,BP05-054,U,,2,SPEED,Ultra Hero,6000,10000,14000,,,2015,Ultraman X,-,X,"[SIN][DBL]While this character's battle opponent has TYPE 【ARMED】 , this character's BP grade increases by 1.","Daichi Ozora believed in the coexistence of humans and Kaiju. Alongside X, he fought to preserve that balance.",ULTRAMAN X,,False,,,,https://img.ultraman-cardgame.com/images/card_details/ef64fca206a9701261c44e2b7c8c82f63a118776.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/360c5a3098de1147b0ed9288d7801de8eb3abbe3.webp
832,BP,05,055,,BP05-055,C,,2,POWER,Ultra Hero,5000,12000,,,,2015,Ultraman X,-,X,,"Not simply a Giant of Light, data flows through X's body!",ULTRAMAN X,,False,,,,https://img.ultraman-cardgame.com/images/card_details/0dfad4838e11ca85e0d83c656d62777f5deedf54.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/d120c0436ea627673418f81d153cf4db8adb6765.webp
833,BP,05,056,,BP05-056,RR,,3,POWER,Ultra Hero,7000,13000,17000,,,2015,Ultraman X,-,X,[TRP][Activate](Once per turn)Send one of your scene to its owner's discard area → Give one of your Ultra Hero +1000 BP for this turn for each round on the sent card.,"Cyber Gomora's body could not be stabilized, but when X incorporated its data into his body, a new power was born!",ULTRAMAN X,,False,,Gomora Armor,Kouki Tajima,https://img.ultraman-cardgame.com/images/card_details/43ab8daeb90b11394a11ac6ac5df0aa901ae1d14.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/d6d91e217353779b0cb52067f4064a6ba46ad459.webp
834,BP,05,056,AP12,AP(12/20)BP05-056,AP,,3,POWER,Ultra Hero,7000,13000,17000,,,2015,Ultraman X,-,X,[TRP][Activate](Once per turn)Send one of your scene to its owner's discard area → Give one of your Ultra Hero +1000 BP for this turn for each round on the sent card.,Gomora was Daichi's only remaining family. Now they could fight together.,ULTRAMAN X,,False,,Gomora Armor,JUN YAMAGUCHI,https://img.ultraman-cardgame.com/images/card_details/03ac59c7385e0f1ac14ea50fc9b312337ebb64e4.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/882b127d215bf85a49cb2aee1c199dba71e31f19.webp
835,BP,05,057,,BP05-057,U,,3,BASIC,Ultra Hero,7000,12000,16000,,,2015,Ultraman X,-,X,[SIN][DBL][TRP]《When this character enters play》You may reveal the top card of an opponent's deck. (*The revealed card returns to its previous state),Gargorgon had come to consume the last remnants of Planet Gold. X would not let this stand.,ULTRAMAN X,,False,,,,https://img.ultraman-cardgame.com/images/card_details/20f2bcb3e956649871c158d7021fcc6bdeb24286.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/076f17503201544983a790d491601c3fc3a76d21.webp
836,BP,05,058,,BP05-058,C,,3,BASIC,Ultra Hero,6000,13000,16000,,,2015,Ultraman X,-,X,[SIN][DBL][TRP]《When this character enters play》You may give one of your characters TYPE 【POWER】 for this turn.,"Daichi believed in coexistence, but without a way to return monsters to Spark Dolls, it was hard to be hopeful. X's Xanadium Beam was the solution he needed.",ULTRAMAN X,,False,,,,https://img.ultraman-cardgame.com/images/card_details/6dfac5a33bf005eb9b760b9e93e102688af07b3a.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/03762b2a45296a54ba08d75b55cde7d6bac85a43.webp
837,BP,05,059,,BP05-059,C,,1,BASIC,Ultra Hero,3000,,,,,2017,Ultraman Geed,-,GEED,[SIN]《When this character enters play》You may give one of your characters TYPE 【POWER】 for this turn.,Geed rises to bring strength to those around him!,ULTRAMAN GEED,,False,,Primitive,,https://img.ultraman-cardgame.com/images/card_details/381a6b6272000c0b0d9a8b4c740fd45e432af0b4.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/cd28411c24aeadc1e40286e923d8ff51e393943c.webp
838,BP,05,060,,BP05-060,R,,2,POWER,Ultra Hero,7000,10000,13000,,,2017,Ultraman Geed,-,GEED,[SIN][DBL]《When this character enters play》You may give one of your characters with TYPE 【BASIC】 or 【SPEED】 +1000 BP for this turn.,Belial could not understand. What gave the boy the strength to resist him? How could he keep his will?,ULTRAMAN GEED,,False,,Solid Burning,kenko,https://img.ultraman-cardgame.com/images/card_details/70c78fc03dd25ed512c903ce1b141b1a082354b7.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/210f89181c763989c3dde41d28a59d89de624dd2.webp
839,BP,05,060,AP13,AP(13/20)BP05-060,AP,,2,POWER,Ultra Hero,7000,10000,13000,,,2017,Ultraman Geed,-,GEED,[SIN][DBL]《When this character enters play》You may give one of your characters with TYPE 【BASIC】 or 【SPEED】 +1000 BP for this turn.,"A mighty steel body, a burning fist! Strike Boost!",ULTRAMAN GEED,,False,,Solid Burning,ikuyoan,https://img.ultraman-cardgame.com/images/card_details/da647e0b3890ae70d046d251903de024ec750a0c.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/d08aaa632ac8a24a78805c5764669d02e4d9e9e2.webp
